event_type,attack_type,event_date,month,day,year,admin1,location,fatalities,sole_perpatrator_classification,extremist_beliefs_classification,connection_to_organized_extremist_group_classification,issue_type,motive,source,source_scale,major_media,notes
STRATEGIC DEVELOPMENTS,ARSON,2023-01-03,1,3,2023,OREGON,PORTLAND,0,YES,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,AXIOS,NATIONAL,NO,"PROPERTY DESTRUCTION: ON 3 JANUARY 2023, AN UNKNOWN INDIVIDUAL CLAIMS THEY SET FIRE TO A BANK IN PORTLAND (OREGON) TO SUPPORT DEMONSTRATORS WHO WERE ARRESTED AND CHARGED WITH DOMESTIC TERRORISM DURING A 13 DECEMBER 2022 RAID TO CLEAR THE WEELAUNEE FOREST, ALSO KNOWN AS THE 'ATLANTA FOREST,' IN ATLANTA, GEORGIA. THE 'ATLANTA FOREST' HAS BEEN THE SCENE OF AN ONGOING DEMONSTRATION MOVEMENT AGAINST THE CONSTRUCTION OF AN ATLANTA POLICE DEPARTMENT TRAINING FACILITY THAT HAS BEEN DUBBED BY DEMONSTRATORS AS 'COP CITY.'"
STRATEGIC DEVELOPMENTS,ARSON,2023-01-02,1,2,2023,CALIFORNIA,BAKERSFIELD,0,NO,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,VICE,INTERNATIONAL,NO,"PROPERTY DESTRUCTION: ON 2 JANUARY 2023, TWO MEN DRESSED IN BLACK MASKS APPROACHED THE IMMIGRATION ASSISTANCE ORGANIZATION SERVICIO DE INMIGRACION IN BAKERSFIELD (CALIFORNIA) TO COMMIT ARSON. ONCE THEY ARRIVED, THEY SPREAD ACCELERANT ALL OVER THE BUILDING. HOWEVER, WHILE SPREADING THE ACCELERANT, ONE OF THE MEN LIT IT ON FIRE, LEADING THE OTHER MAN TO CATCH FIRE AND SPRINT AWAY. THE SECOND MAN FOLLOWED SHORTLY AFTER. AUTHORITIES OBTAINED THE PHONES THEY DROPPED AT THE SCENE. THE SMOKE FROM THE FIRE GOT INTO THE BUILDING AND CAUSED SOME DAMAGE. THERE WERE NO REPORTED INJURIES AND AN INVESTIGATION IS ONGOING."
STRATEGIC DEVELOPMENTS,ARSON,2023-01-01,1,1,2023,OREGON,PORTLAND,0,UNKNOWN,YES,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,IT'S GOING DOWN,OTHER,NO,"PROPERTY DESTRUCTION: ON 1 JANUARY 2023, AN UNKNOWN GROUP OR INDIVIDUAL LIT A BANK OF AMERICA IN PORTLAND (OREGON) ON FIRE TO RALLY AGAINST THE CONSTRUCTION OF AN ATLANTA POLICE DEPARTMENT TRAINING FACILITY, WHICH HAS BEEN DUBBED 'COP CITY' BY DEMONSTRATORS, IN THE ATLANTA FOREST IN ATLANTA, GEORGIA. BANK OF AMERICA WAS TARGETED DUE TO IT BEING A FUNDER OF A TRAINING FACILITY PROJECT SUPPORTER, THE ATLANTA POLICE FOUNDATION. A PERSON WHO MADE AN ANONYMOUS POST CLAIMING RESPONSIBILITY FOR SETTING THE FIRE ALSO SHOWED SUPPORT FOR 'ANARCHY.'"
STRATEGIC DEVELOPMENTS,INTIMIDATION,2022-11-21,11,21,2022,FLORIDA,TAMPA,0,YES,YES,NO,OTHER,ANTI-BLACK,10 TAMPA BAY,SUBNATIONAL,NO,"OTHER: ON 21 NOVEMBER 2022, A MAN WAS REMOVED FROM THE SOHO SALOON IN TAMPA (FLORIDA) AFTER REPEATEDLY CALLING A BLACK SECURITY GUARD A RACIALLY DEROGATORY TERM. AFTER BEING REMOVED, THE MAN GOT INTO HIS VEHICLE ACROSS THE STREET FROM THE BAR AND SHOUTED 'WHITE POWER' WHILE DRIVING AND SHOOTING A GUN INTO THE AIR. POLICE LATER ARRESTED THE MAN AND CHARGED HIM WITH AGGRAVATED ASSAULT AND DISCHARGING A FIREARM FROM A VEHICLE. THE CHARGES ALL HAVE A HATE CRIME ENHANCEMENT."
STRATEGIC DEVELOPMENTS,ARSON,2022-10-01,10,1,2022,CALIFORNIA,EAST LOS ANGELES,0,UNKNOWN,YES,NO,OTHER,OTHER,IT'S GOING DOWN; L.A. TACO,OTHER-SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 1 OCTOBER 2022, ANTIFASCIST INDIVIDUAL(S) SET FIRE TO A TRUCK OUTSIDE OF A MUSIC FESTIVAL CALLED 'THE RISE OF THE BLACK SUN,' WHICH FEATURED NEO-NAZI BANDS IN THE WELLINGTON HEIGHTS AREA OF EAST LOS ANGELES (CALIFORNIA)."
STRATEGIC DEVELOPMENTS,OTHER,2022-09-10,9,10,2022,PENNSYLVANIA,DELMONT,0,YES,YES,NO,ELECTIONS/VOTING,ANTI-GOVERNMENT,TRIBLIVE; WTAJ,SUBNATIONAL,NO,"OTHER: ON 10 SEPTEMBER 2022, A MAN WAS SEEN DRIVING ERRATICALLY BEFORE ENTERING A DAIRY QUEEN IN DELMONT (PENNSYLVANIA) ARMED WITH A HANDGUN. THE MAN CLAIMED TO BE A 'PROPHET' WHO SPOKE TO GOD AND WAS WORKING TO RESTORE TRUMP TO THE PRESIDENCY AND THREATENED TO 'KILL ALL THE DEMOCRATS BECAUSE TRUMP WAS STILL PRESIDENT.' THE MAN WAS IN POSSESSION OF THREE LOADED HANDGUNS AND 62 ROUNDS OF AMMUNITION AT THE TIME. HE WAS INVOLUNTARILY COMMITTED TO THE HOSPITAL AND CHARGED WITH TERRORISTIC THREATS, DISORDERLY CONDUCT, AND FIREARMS POSSESSION BY A PERSON NOT TO BE CARRYING FIREARMS."
STRATEGIC DEVELOPMENTS,ARSON,2022-07-30,7,30,2022,MICHIGAN,KALAMAZOO,0,YES,NO,NO,REPRODUCTIVE RIGHTS,OTHER,FOX2 DETROIT,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: AROUND 30 JULY 2022 (WEEKEND OF), A PERSON SET FIRE TO A PLANNED PARENTHOOD CLINIC IN KALAMAZOO (MICHIGAN). THE FIRE ONLY DAMAGED THE OUTSIDE OF THE BUILDING. POLICE ARE LOOKING FOR SUSPECTS."
STRATEGIC DEVELOPMENTS,ARSON,2022-07-10,7,10,2022,FLORIDA,PENSACOLA,0,YES,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,CBS42,NATIONAL,NO,"PROPERTY DESTRUCTION: ON 10 JULY 2022, AN UNHOUSED MAN SET A POLICE CAR ON FIRE AT THE PENSACOLA POLICE DEPARTMENT BUILDING IN PENSACOLA (FLORIDA). HE ALSO LIT AN ELECTRICAL BOX ATTACHED TO THE BUILDING ON FIRE AND POURED FLAMMABLE LIQUID ON TWO OTHER CARS. WHEN CONFRONTED BY POLICE, HE TRIED TO HIT AN OFFICER WITH A STICK BEFORE HE WAS TASED AND ARRESTED. HE FACES CHARGES OF ARSON, ASSAULT ON AN OFFICER, AND RESISTING ARREST WITH VIOLENCE."
STRATEGIC DEVELOPMENTS,ARSON,2022-07-04,7,4,2022,NEW YORK,ISLIP,0,NO,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ISLAMOPHOBIC,NEWS12 (LONG ISLAND); DAILY VOICE,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 4 JULY 2022, TWO PEOPLE THREW A POSSIBLE MOLOTOV COCKTAIL AT THE SACRED CRESCENT SIGN IN FRONT OF THE FATIMA AL-ZAHRA MOSQUE, DAMAGING IT AND SETTING IT ON FIRE ON LAKE SHORE ROAD IN RONKONKOMA IN ISLIP (NEW YORK). POLICE ARE INVESTIGATING THE ACT AS A HATE CRIME."
STRATEGIC DEVELOPMENTS,ARSON,2022-07-02,7,2,2022,FLORIDA,SAINT PETERSBURG,0,YES,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,OTHER,AP; CTV NEWS,REGIONAL-INTERNATIONAL,YES,"PROPERTY DESTRUCTION: ON 2 JULY 2022, AN UNIDENTIFIED INDIVIDUAL USED A FLAMETHROWER TO SET FIRE TO A PAN-AFRICAN FLAG ON A FLAG POLE OUTSIDE THE UHURU MOVEMENT HEADQUARTERS IN SAINT PETERSBURG (FLORIDA). THE UHURU MOVEMENT IS PART OF THE AFRICAN PEOPLE'S SOCIALIST PARTY. THE MAN WAS SUBSEQUENTLY ARRESTED BY LOCAL POLICE. HE CLAIMED HE BURNED THE FLAG BECAUSE 'HE DOESN'T LIKE SOCIALISTS.'"
STRATEGIC DEVELOPMENTS,INTIMIDATION,2022-06-26,6,26,2022,IOWA,MASON CITY,0,YES,NO,NO,REPRODUCTIVE RIGHTS,OTHER,NETWORK CONTAGION RESEARCH INSTITUTE; TWITTER,LOCAL PARTNER-NATIONAL,NO,"NON-VIOLENT ACTIVITY: ON 26 JUNE 2022, A MAN IN A SUV WAVED HIS FIREARMS AT THE ABORTION RIGHTS DEMONSTRATORS IN MASON CITY (IOWA) DURING THE 'PRO-CHOICE' DEMONSTRATION. NO INJURIES WERE REPORTED."
STRATEGIC DEVELOPMENTS,ARSON,2022-06-26,6,26,2022,VIRGINIA,RESTON,0,YES,NO,NO,REPRODUCTIVE RIGHTS,OTHER,WUSA9,NATIONAL,NO,"PROPERTY DESTRUCTION: ON 26 JUNE 2022, AN UNKNOWN PERPETRATOR SET A FIRE ON THE GROUNDS OF THE ST. JOHN NEUMANN CATHOLIC COMMUNITY CHURCH IN RESTON (VIRGINIA) AS WELL AS SPRAY PAINTED THE BUILDING WITH GRAFFITI. THE FIRE DEPARTMENT ALLEGED THAT AN ACCELERANT WAS USED IN THE FIRE. THE MESSAGED GRAFFITIED ONTO THE CHURCH WERE SAID TO BE RELATED TO THE RECENT SUPREME COURT RULING ON DOBBS V. JACKSON WHICH OVERTURNED ROE V. WADE AND INCLUDED PHRASES SUCH AS 'THIS WON'T STOP' AND 'SEPERATION OF CHURCH + STATE.'"
STRATEGIC DEVELOPMENTS,ARSON,2022-06-25,6,25,2022,COLORADO,LONGMONT,0,UNKNOWN,NO,NO,REPRODUCTIVE RIGHTS,OTHER,ABC NEWS,NATIONAL,YES,"PROPERTY DESTRUCTION: ON 25 JUNE 2022, AN UNKNOWN INDIVIDUAL(S) SET THE LIFE CHOICES, A CHRISTIAN CRISIS PREGNANCY CENTER, ON FIRE IN LONGMONT (COLORADO). THE SLOGANS 'IF ABORTIONS AREN'T SAFE NEITHER ARE YOU,' AND 'BANS OFF OUR BODIES,' HAD BEEN SPRAY-PAINTED ALONG THE FRONT OF THE BUILDING. POLICE ARE CURRENTLY INVESTIGATING THE FIRE AS A POSSIBLE ARSON."
STRATEGIC DEVELOPMENTS,ARSON,2022-06-14,6,14,2022,MARYLAND,BALTIMORE,0,YES,NO,NO,LGBTQ+ RIGHTS,ANTI-LGBTQ,WJZ13,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 14 JUNE 2022, A FIRE DAMAGED FOUR HOMES AND CAUSED SERIOUS INJURIES WHICH HOSPITALIZED THREE PEOPLE IN BALTIMORE (MARYLAND) AFTER AN UNKNOWN PERPETRATOR SET A PRO-LGBT FLAG ON FIRE AND THEN SET A SEPARATE HOUSE ACROSS THE STREET WITH 'PRIDE DECOR' ON FIRE, ACCORDING TO POLICE. POLICE SAID THEY WERE INVESTIGATING THE INCIDENT AS A HATE CRIME."
STRATEGIC DEVELOPMENTS,INTIMIDATION,2022-06-12,6,12,2022,GEORGIA,ATLANTA,0,UNKNOWN,NO,NO,LGBTQ+ RIGHTS,ANTI-LGBTQ,TIME MAGAZINE; TWITTER,NEW MEDIA-NATIONAL,NO,"OTHER: ON 12 JUNE 2022, A PRO-LGBT RALLY ORGANIZED BY THE GEORGIA YOUTH JUSTICE COALITION IN ATLANTA (GEORGIA) WAS CANCELED AFTER AN ORGANIZER RECEIVED A 'GUN RELATED DEATH THREAT.' THIS THREAT COINCIDED WITH SEVERAL OTHER RECENT INCIDENTS OF LGBT EVENTS BEING TARGETED BY ARMED AND/OR VIOLENT GROUPS."
STRATEGIC DEVELOPMENTS,ARSON,2022-06-10,6,10,2022,MASSACHUSETTS,SALEM,0,YES,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,OTHER,CBS NEWS; GUARDIAN (UNITED KINGDOM); NEW YORK POST; USA TODAY,NATIONAL-INTERNATIONAL,YES,"PROPERTY DESTRUCTION: ON 10 JUNE 2022, A MAN DROPPED A BACKPACK, STARTED POURING FLAMMABLE LIQUID, THEN SET A FIRE ON THE PORCH OF THE SATANIC TEMPLE IN SALEM (MASSACHUSETTS). THE PORCH OF THE BUILDING CAUGHT ON FIRE AND A SIDE OF THE BUILDING WALL WAS SCORCHED. NO PEOPLE WERE INSIDE THE BUILDING AT THE TIME OF THE INCIDENT. THE MAN WAS LATER ARRESTED NEARBY, AND VIDEO FOOTAGE OF THE INCIDENT SHOWED HIM WEARING A T-SHIRT WITH 'GOD' WRITTEN ON IT. ACCORDING TO INVESTIGATORS, THE MAN CONFESSED AND SAID 'THIS IS A HATE CRIME' AND CLAIMED HE 'WOULDN'T LOSE SLEEP' IF ANYONE ASSOCIATED WITH THE TEMPLE HAD BEEN HURT. HE WAS CHARGED WITH ARSON OF A DWELLING, A CIVIL RIGHTS VIOLATION AND DESTRUCTION OF A PLACE OF WORSHIP."
STRATEGIC DEVELOPMENTS,ARSON,2022-06-07,6,7,2022,MASSACHUSETTS,AMHERST,0,NO,YES,YES,REPRODUCTIVE RIGHTS,OTHER,BUFFALO NEWS; WBFO,NATIONAL,NO,"PROPERTY DESTRUCTION: ON 7 JUNE 2022, TWO UNKNOWN INDIVIDUALS, ASSOCIATED WITH JANE'S REVENGE, SET FIRE TO TWO SEPARATE AREAS OF THE COMPASS CARE, PRO-LIFE COUNSELING HEALTH FACILITY IN AMHERST (MASSACHUSETTS). JANE'S REVENGE TOOK CREDIT FOR THE ARSON AND GRAFFITI THAT SAID 'JANE WAS HERE' WAS SPRAYPAINTED ON THE BUILDING."
STRATEGIC DEVELOPMENTS,INTIMIDATION,2022-06-06,6,6,2022,FLORIDA,WEST PALM BEACH,0,YES,NO,NO,LGBTQ+ RIGHTS,ANTI-LGBTQ,FLORIDA POLITICS; TIME MAGAZINE,SUBNATIONAL-NATIONAL,NO,"OTHER: ON 6 JUNE 2022, A DRAG SHOW IN WEST PALM BEACH (FLORIDA) WAS CANCELED AFTER A 17-YEAR-OLD IN TORONTO, CANADA MADE THREATS ONLINE THAT THEY WOULD SHOOT PEOPLE AT THE SHOW. THE THREAT INVOLVED A VIDEO WHERE THE 17-YEAR-OLD CLAIMED TO LIVE IN WEST PALM BEACH AND WAVED A HANDGUN. THE SUSPECT WAS CHARGED WITH THREATS TO COMMIT A MASS SHOOTING, ACCORDING TO POLICE. THIS THREAT COINCIDED WITH SEVERAL OTHER RECENT INCIDENTS OF LGBT EVENTS, NOTABLY SEVERAL DRAG SHOWS, BEING TARGETED BY ARMED AND/OR VIOLENT GROUPS."
STRATEGIC DEVELOPMENTS,ARSON,2022-05-25,5,25,2022,WYOMING,CASPER,0,UNKNOWN,NO,NO,REPRODUCTIVE RIGHTS,OTHER,CASPER STAR-TRIBUNE,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 25 MAY 2022, AN ABORTION CLINIC BUILDING IN CASPER (WYOMING) WAS INTENTIONALLY SET ON FIRE. 'EXTENSIVE SMOKE DAMAGE' AS WELL AS LIMITED FIRE DAMAGE WERE CAUSED IN THE CLINIC. THE CLINIC WAS SET TO OPEN NEXT MONTH AND WOULD BE THE ONLY CLINIC OFFERING SURGICAL ABORTIONS IN WYOMING. IN MARCH 2023, A SUSPECT WAS IDENTIFIED AND CHARGED WITH ARSON. SHE CLAIMED THAT SHE HAD NIGHTMARES AND ANXIETY REGARDING THE ABORTION CLINIC."
STRATEGIC DEVELOPMENTS,ARSON,2022-05-19,5,19,2022,NEW YORK,NEW YORK - MANHATTAN,0,YES,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,OTHER,AM NEW YORK,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 19 MAY 2022, A FEMALE PERPETRATOR ATTEMPTED TO SET FIRE TO BROTHERHOOD SYNAGOGUE BY LIGHTING A BOOK AND A PIECE OF CLOTH ON FIRE, AND THROWING THEM THROUGH A LOCKED METAL GATE NEAR GRAMERCY PARK IN NEW YORK - MANHATTAN (NEW YORK). THE POLICE BELIEVE THAT THE ARSON ATTEMPT WAS HATE-MOTIVATED. THE SYNAGOGUE WAS NOT DAMAGED."
STRATEGIC DEVELOPMENTS,ARSON,2022-05-08,5,8,2022,WISCONSIN,MADISON,0,UNKNOWN,NO,NO,REPRODUCTIVE RIGHTS,OTHER,23WIFR; LA CROSSE TRIBUNE; NEW YORK TIMES; NEWS2SHARE; TMJ4; WKOW27,NEW MEDIA-SUBNATIONAL,YES,"PROPERTY DESTRUCTION: ON 8 MAY 2022, A WISCONSIN FAMILY ACTION CENTER, A RELIGIOUS LOBBYING ORGANIZATION WHICH CAMPAIGNS AGAINST ACCESS TO ABORTION, WAS SET ON FIRE AND VANDALIZED IN MADISON (WISCONSIN). A MOLOTOV COCKTAIL WAS THROWN AT THE BUILDING, AND AN ADDITIONAL SEPARATE FIRE WAS SET, CAUSING DAMAGE INSIDE THE BUILDING. THE MESSAGE 'IF ABORTIONS AREN'T SAFE THEN YOU AREN'T EITHER,' ALONG WITH AN ANARCHIST SYMBOL AND AN ANTI-POLICE SLOGAN WERE SPRAY-PAINTED ON THE SIDE OF THE BUILDING. THERE WERE NO INJURIES AND POLICE DID NOT IMMEDIATELY PUBLICLY IDENTIFY ANY SUSPECTS. ON 28 MARCH 2023, A 29-YEAR-OLD MAN WAS ARRESTED IN BOSTON IN CONNECTION WITH SETTING THE FIRE."
STRATEGIC DEVELOPMENTS,ARSON,2022-04-03,4,3,2022,NEW YORK,NEW YORK - BROOKLYN,0,UNKNOWN,NO,NO,LGBTQ+ RIGHTS,ANTI-LGBTQ,GUARDIAN (UNITED KINGDOM); NEW YORK DAILY NEWS,SUBNATIONAL-INTERNATIONAL,NO,"PROPERTY DESTRUCTION: ON 3 APRIL 2022, AN LGBT+ BAR IN NEW YORK - BROOKLYN (NEW YORK) WAS DOUSED IN GASOLINE AND SET ON FIRE WHILE PEOPLE WERE INSIDE BY AN UNIDENTIFIED PERSON AHEAD OF A SHOW WHICH WAS SCHEDULED TO TAKE PLACE. THE FIRE LED TO A SMALL EXPLOSION AND SUBSTANTIAL FIRE DAMAGE; THE BAR'S OWNER SAID IT WOULD NEED TO BE DEMOLISHED AS A RESULT. TWO CLUB WORKERS WERE HOSPITALIZED."
STRATEGIC DEVELOPMENTS,ARSON,2022-03-13,3,13,2022,CALIFORNIA,COSTA MESA,0,NO,NO,NO,REPRODUCTIVE RIGHTS,OTHER,LEFT COAST RIGHT WATCH; SAN DIEGO UNION-TRIBUNE,SUBNATIONAL-NATIONAL,NO,"PROPERTY DESTRUCTION: ON 13 MARCH 2022, TWO MASKED AND HOODED MEN APPROACHED A PLANNED PARENTHOOD IN COSTA MESA (CALIFORNIA) AND THREW A MOLOTOV COCKTAIL THROUGH THE BUILDING'S FRONT DOOR. THIS IGNITED A FIRE, WHICH SPREAD ACROSS THE WALL TO THE CEILING ABOVE THE DOOR. THERE WERE NO REPORTED INJURIES AND THE CLINIC WAS FORCED TO SHUT DOWN FOR THE FOLLOWING DAY. ON 14 JUNE 2023, TWO MEN WERE ARRESTED IN CONNECTION TO THIS ATTACK."
STRATEGIC DEVELOPMENTS,ARSON,2021-12-31,12,31,2021,TENNESSEE,KNOXVILLE,0,YES,YES,YES,REPRODUCTIVE RIGHTS,OTHER,KNOXVILLE NEWS SENTINEL; NPR; WATE6,SUBNATIONAL-NATIONAL,YES,"PROPERTY DESTRUCTION: ON 31 DECEMBER 2021, THE PLANNED PARENTHOOD BUILDING IN KNOXVILLE (TENNESSEE) WAS INTENTIONALLY SET ON FIRE. THE FIRE COMES AMID INCREASED TENSIONS OVER ABORTION ACCESS AND THE SUSPECT LATER CLAIMED HE WANTED TO BURN DOWN THE PLANNED PARENTHOOD IF A NEW ONE WAS BUILT. ON 31 OCTOBER 2022, THE SUSPECT WAS IDENTIFIED IN A CIVIL COMPLAINT FILED BY THE US ATTORNEY'S OFFICE FOR THE EASTERN DISTRICT OF TENNESSEE. HE WAS IDENTIFIED AS AN AFFILIATE OF THE CHURCH MILITANT RESISTANCE GROUP AND WAS CONNECTED TO INSTANCES OF PROPERTY DESTRUCTION WITH A SHOTGUN IN KNOXVILLE: ONE AT THE SAME PLANNED PARENTHOOD ON 22 JANUARY 2021, AND THE OTHER AT A FEDERAL BUILDING ON 3 JULY 2022. HE WAS ARRESTED ON 18 JULY 2022 FOR SHOOTING AT THE FEDERAL BUILDING, AND LATER DIED IN CUSTODY ON 15 AUGUST 2022."
STRATEGIC DEVELOPMENTS,SHOOTING,2021-12-27,12,27,2021,COLORADO,LAKEWOOD,6,YES,YES,NO,OTHER,SEXIST,DENVER POST; GUARDIAN (UNITED KINGDOM); NEW YORK TIMES; USA TODAY; WCPO9,SUBNATIONAL-NATIONAL,YES,"OTHER: ON 27 DECEMBER 2021, A MAN WENT ON A SHOOTING SPREE IN DENVER AND LAKEWOOD (COLORADO), KILLING FIVE PEOPLE AND WOUNDING TWO OTHERS, BEFORE HE WAS SHOT AND KILLED BY POLICE IN LAKEWOOD. THE SHOOTER'S SPREE BEGAN WHEN HE SHOT AND KILLED TWO WOMEN AND WOUNDED A MAN AT AN INTERSECTION IN DENVER. HE THEN SHOT AND KILLED A MAN IN A DIFFERENT NEIGHBORHOOD OF DENVER BEFORE FIRING ADDITIONAL SHOTS, WHICH ARE NOT BELIEVED TO HAVE INJURED ANYONE, NEAR THE DENVER HEALTH HOSPITAL CAMPUS. THE SHOOTER THEN EXCHANGED GUNFIRE WITH DENVER POLICE, DISABLING A POLICE VEHICLE, BEFORE DRIVING TO LAKEWOOD, WHERE HE SHOT AND KILLED ANOTHER PERSON AT A BUSINESS AS WELL AS A HOTEL CLERK. HE THEN SHOT A POLICE OFFICER, AFTER WHICH HE WAS KILLED BY POLICE. THE SHOOTER HAD SELF-PUBLISHED TWO BOOKS IN WHICH A CHARACTER - WITH THE SAME FIRST NAME AS THE SHOOTER - SHOOTS AND KILLS PEOPLE WITH THE SAME NAMES AS SOME OF THE SHOOTER'S VICTIMS. LOCAL PRESS REPORTED THAT THE TEXT CAN BE 'BEST DESCRIBED AS A MEN'S RIGHT MOVEMENT MANIFESTO.' WHILE POLICE HAVE YET TO ANNOUNCE A MOTIVE FOR THE SHOOTINGS, THE SHOOTER APPEARS TO HAVE HAD A PERSONAL RELATIONSHIP WITH ALL OF HIS VICTIMS. AT LEAST FOUR PEOPLE SHOT WORKED IN TATTOO SHOPS. DEMONSTRATIONS AGAINST THE EVENT FOLLOWED."
STRATEGIC DEVELOPMENTS,ARSON,2021-12-17,12,17,2021,ALABAMA,BOAZ,0,NO,YES,YES,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,SAND MOUNTAIN REPORTER; TWITTER,NEW MEDIA-SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 17 DECEMBER 2021, THE MARSHALL COUNTY SCHOOLS SUPERINTENDENT'S HOME WAS SET ON FIRE IN BOAZ (ALABAMA). TWO MEMBERS OF ARYAN COMPARTMENTED ELEMENTS (ACE) LATER CLAIMED TO HAVE SET THE FIRE. ACCORDING TO A TELEGRAM MESSAGE POSTED BY ACE, THE SUPERINTENDENT'S HOME WAS SET ON FIRE DUE TO THE ADDITION OF PRO-LGBT+ AND 'CRITICAL RACE THEORY' BOOKS TO THE SCHOOL LIBRARY."
STRATEGIC DEVELOPMENTS,ARSON,2021-10-31,10,31,2021,TEXAS,AUSTIN,0,YES,YES,YES,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTISEMITIC,DAILY BEAST; DEPARTMENT OF JUSTICE; KXAN,OTHER-SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 31 OCTOBER 2021, A MAN SET FIRE TO THE CONGREGATION BETH ISRAEL SYNAGOGUE IN AUSTIN (TEXAS). SOME SOURCES INDICATE THAT A MEMBER OF THE GOYIM DEFENSE LEAGUE WAS RESPONSIBLE, THOUGH THE LEADER OF THE GDL HAS DISPUTED HIS AFFILIATION. ONE PERSON WAS ARRESTED. THE GDL LIVESTREAMED A SWASTIKA BURNING NEARBY A FEW HOURS AFTERWARDS. THE GDL WAS INVOLVED IN MULTIPLE INCIDENTS IN SAN ANTONIO, SAN MATEO, AND AUSTIN IN THE WEEKS PRIOR. ON 7 APRIL 2023, THE PERPETRATOR PLEADED GUILTY TO ARSON AND A HATE CRIME IN CONNECTION TO THIS EVENT."
STRATEGIC DEVELOPMENTS,ARSON,2021-10-30,10,30,2021,MARYLAND,CENTREVILLE,0,YES,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,MYEASTERNSHOREMD,SUBNATIONAL,NO,"PROPERTY DESTRUCTION: ON 30 OCTOBER 2021, A MAN SET A CAR ON FIRE IN THE DUNKIN' DONUTS PARKING LOT IN CENTREVILLE (MARYLAND) AFTER NOTICING THAT THE CAR HAD A CONFEDERATE FLAG STICKER ON IT. THE MARYLAND STATE FIRE MARSHAL'S OFFICE STATED THAT THE PRIMARY MOTIVATION FOR THE INCIDENT WAS 'EXTREMIST.' THE MAN PLED GUILTY TO THREATENING ARSON AND MALICIOUS DESTRUCTION OF PROPERTY OVER $1000 ON 3 MAY 2022 AND WAS SENTENCED TO SUPERVISED PROBATION AND ORDERED TO PAY MONETARY RESTITUTION."
STRATEGIC DEVELOPMENTS,ARSON,2021-09-29,9,29,2021,TEXAS,AUSTIN,0,YES,NO,NO,ELECTIONS/VOTING,ANTI-GOVERNMENT,ANTI-DEFAMATION LEAGUE; AP,NATIONAL-INTERNATIONAL,YES,"PROPERTY DESTRUCTION: ON 29 SEPTEMBER 2021, A MAN THREW A MOLOTOV COCKTAIL AT THE DEMOCRATIC PARTY HEADQUARTERS IN AUSTIN (TEXAS) CAUSING A SMALL FIRE THAT WAS EXTINGUISHED BY EMPLOYEES OF A NEIGHBORING BUSINESS, THE MAN ALSO LEFT A NOTE THAT HAD A 'POLITICALLY MOTIVATED THREAT.' THERE WERE NO INJURIES BECAUSE NO ONE WAS IN THE OFFICE AT THE TIME. THE MAN WAS ARRESTED A FEW DAYS LATER. POLICE REPORTED THAT THE MAN BLAMED THE DEMOCRATIC PARTY FOR 'A LOT OF THE ISSUES THAT HE SAW AS PROBLEMS WITH THE COUNTRY.'"
STRATEGIC DEVELOPMENTS,SHOOTING,2021-06-30,6,30,2021,ALABAMA,MOBILE,0,YES,NO,NO,PUBLIC FIGURES/INSTITUTIONS/GOVERNMENT,ANTI-GOVERNMENT,MILITIAWATCH; NETWORK CONTAGION RESEARCH INSTITUTE; NEW YORK POST; WSFA12,LOCAL PARTNER-NEW MEDIA,YES,"PROPERTY DESTRUCTION: ON 30 JUNE 2021, AN UNKNOWN GUNMAN SHOT OVER TWENTY BULLETS AT THE HOME OF ALABAMA STATE SENATOR VIVIAN FIGURES (D), IN THE TOULMINVILLE NEIGHBORHOOD OF MOBILE (ALABAMA). NO ONE WAS IN THE HOUSE AT THE TIME."
